CustomerID,Recency,Frequency,Monetary,Churn_Prob,KMeans_Cluster
CUST004356,974,1,708.51,1.0,2
CUST004357,1069,4,4371.52,0.0,1
CUST004358,906,1,531.48,1.0,2
CUST004359,1394,1,1316.88,1.0,2
CUST004360,467,2,580.17,0.0,0
CUST004361,1511,1,230.78,1.0,2
CUST004362,86,2,2090.6800000000003,0.0,0
CUST004363,1026,2,2062.9,0.0,2
CUST004364,927,2,3768.24,0.0,3
CUST004365,533,4,5624.9,0.0,1
CUST004366,88,2,1089.81,0.0,0
CUST004367,3,2,1483.74,0.0,0
CUST004368,1310,1,121.88,1.0,2
CUST004369,140,2,2769.9100000000003,0.0,3
CUST004370,25,2,307.59000000000003,0.0,0
CUST004371,1273,2,1607.81,0.0,2
CUST004372,89,3,3999.17,0.0,3
CUST004373,623,2,1925.45,0.0,0
CUST004374,733,3,2863.7799999999997,0.0,3
CUST004375,479,2,1628.82,0.0,0
CUST004376,177,4,3864.0099999999998,0.0,1
CUST004377,143,4,4537.63,0.0,1
CUST004378,610,5,5435.76,0.0,1
CUST004379,118,2,2056.9500000000003,0.0,0
CUST004380,671,1,1668.95,1.0,0
CUST004381,772,1,544.25,1.0,0
CUST004382,557,1,704.77,1.0,0
CUST004383,472,2,3277.8,0.0,3
CUST004385,484,2,2129.49,0.0,0
CUST004386,766,1,1460.64,1.0,0
CUST004387,640,3,1148.0700000000002,0.0,3
CUST004389,18,2,3627.79,0.0,3
CUST004390,246,2,2903.17,0.0,3
CUST004391,1757,1,2222.68,1.0,2
CUST004392,668,4,2912.61,0.0,3
CUST004393,119,2,864.03,0.0,0
CUST004394,306,4,2517.79,0.0,3
CUST004395,609,1,1697.5,1.0,0
CUST004396,123,3,3455.25,0.0,3
CUST004397,292,4,5090.58,0.0,1
CUST004398,964,1,158.06,1.0,2
CUST004399,285,1,579.91,1.0,0
CUST004402,987,2,324.56,0.0,2
CUST004403,591,2,1938.48,0.0,0
CUST004404,1533,2,2073.2599999999998,0.0,2
CUST004407,85,2,1021.7,0.0,0
CUST004408,299,1,462.08,1.0,0
CUST004409,96,3,4270.23,0.0,3
CUST004410,279,6,5863.16,0.0,1
CUST004411,1745,1,2498.33,1.0,2
CUST004412,1261,1,661.98,1.0,2
CUST004413,1174,2,2003.59,0.0,2
CUST004414,1734,1,2379.42,1.0,2
CUST004415,219,1,492.27,1.0,0
CUST004416,973,1,34.15,1.0,2
CUST004417,732,2,2117.61,0.0,0
CUST004418,1397,1,1172.99,1.0,2
CUST004420,112,1,290.04,1.0,0
CUST004421,1045,1,684.8,1.0,2
CUST004422,508,2,1355.5,0.0,0
CUST004423,378,2,874.8199999999999,0.0,0
CUST004424,161,1,2182.69,1.0,0
CUST004425,33,2,2028.75,0.0,0
CUST004426,315,1,950.58,1.0,0
CUST004427,709,2,3508.7799999999997,0.0,3
CUST004428,1357,1,439.12,1.0,2
CUST004429,102,3,3418.57,0.0,3
CUST004430,450,7,5550.33,0.0,1
CUST004431,463,1,176.31,1.0,0
CUST004432,19,6,4651.040000000001,0.0,1
CUST004433,622,2,1076.19,0.0,0
CUST004434,203,4,2574.95,0.0,3
CUST004435,1083,1,62.07,1.0,2
CUST004438,184,3,1230.53,0.0,3
CUST004439,463,3,3779.68,0.0,3
CUST004440,1086,1,254.81,1.0,2
CUST004441,122,3,2739.46,0.0,3
CUST004442,1417,1,123.7,1.0,2
CUST004443,511,3,2583.8199999999997,0.0,3
CUST004444,797,2,1751.68,0.0,0
CUST004446,1333,1,943.62,1.0,2
CUST004447,527,2,1186.3700000000001,0.0,0
CUST004448,239,2,1303.5,0.0,0
CUST004449,155,2,478.88,0.0,0
CUST004450,516,1,1935.76,1.0,0
CUST004452,1617,1,993.56,1.0,2
CUST004453,1729,1,699.3,1.0,2
CUST004454,331,6,4402.5599999999995,0.0,1
CUST004455,681,1,117.44,1.0,0
CUST004456,592,2,2807.59,0.0,3
CUST004457,474,2,1199.01,0.0,0
CUST004458,59,2,2279.36,0.0,0
CUST004459,98,3,669.49,0.0,0
CUST004462,858,1,1559.06,1.0,2
CUST004463,386,4,5024.3099999999995,0.0,1
CUST004464,893,2,1620.0100000000002,0.0,2
CUST004465,35,3,2167.45,0.0,3
CUST004466,331,1,190.52,1.0,0
CUST004467,104,4,3499.5299999999997,0.0,1
CUST004468,174,1,1528.24,1.0,0
CUST004470,166,3,1404.83,0.0,3
CUST004471,1655,2,868.59,0.0,2
CUST004473,1118,2,727.4,0.0,2
CUST004474,506,2,1216.49,0.0,0
CUST004475,1321,1,1666.62,1.0,2
CUST004476,200,3,1241.9799999999998,0.0,3
CUST004477,147,2,1273.44,0.0,0
CUST004478,177,1,693.29,1.0,0
CUST004479,141,2,3693.33,0.0,3
CUST004480,1241,2,1360.54,0.0,2
CUST004482,708,1,241.85,1.0,0
CUST004483,1255,3,1733.4,0.0,2
CUST004484,251,3,3772.8599999999997,0.0,3
CUST004485,445,2,2849.42,0.0,3
CUST004486,1529,1,468.2,1.0,2
CUST004488,617,2,666.74,0.0,0
CUST004489,663,2,361.25,0.0,0
CUST004491,293,2,2845.6,0.0,3
CUST004492,428,2,2238.81,0.0,3
CUST004493,1616,1,446.18,1.0,2
CUST004494,1287,1,1804.07,1.0,2
CUST004495,3,5,6131.63,0.0,1
CUST004496,1295,2,2679.44,0.0,2
CUST004497,139,1,2305.81,1.0,0
CUST004498,866,3,1817.97,0.0,3
CUST004499,1102,1,355.52,1.0,2
CUST004501,173,1,332.71,1.0,0
CUST004502,1445,1,153.25,1.0,2
CUST004503,1190,1,818.51,1.0,2
CUST004504,163,2,1875.7,0.0,0
CUST004505,303,3,2930.06,0.0,3
CUST004506,268,4,2600.1,0.0,3
CUST004507,250,1,1871.51,1.0,0
CUST004508,410,4,1472.15,0.0,3
CUST004509,307,2,2978.39,0.0,3
CUST004510,230,5,4012.7200000000003,0.0,1
CUST004512,74,4,5210.969999999999,0.0,1
CUST004513,91,7,7963.360000000001,0.0,1
CUST004514,706,2,1113.8600000000001,0.0,0
CUST004516,1446,1,107.09,1.0,2
CUST004518,452,4,2278.23,0.0,3
CUST004520,80,4,956.39,0.0,3
CUST004521,340,5,4489.78,0.0,1
CUST004522,454,5,5923.3,0.0,1
CUST004523,641,1,519.66,1.0,0
CUST004525,563,3,3364.59,0.0,3
CUST004526,768,3,1683.0,0.0,3
CUST004527,1407,1,56.31,1.0,2
CUST004528,1641,1,1900.6,1.0,2
CUST004529,1113,1,495.05,1.0,2
CUST004530,390,4,1752.98,0.0,3
CUST004531,729,1,528.21,1.0,0
CUST004532,269,1,668.68,1.0,0
CUST004533,892,1,110.47,1.0,2
CUST004534,803,1,969.33,1.0,0
CUST004536,1453,1,2462.25,1.0,2
CUST004537,693,4,4053.85,0.0,1
CUST004540,278,1,591.22,1.0,0
CUST004541,1447,1,25.38,1.0,2
CUST004542,898,1,68.93,1.0,2
CUST004543,224,1,428.05,1.0,0
CUST004544,490,1,210.48,1.0,0
CUST004545,59,2,1083.25,0.0,0
CUST004546,417,2,1913.3400000000001,0.0,0
CUST004547,480,1,393.22,1.0,0
CUST004548,540,1,135.5,1.0,0
CUST004549,719,2,794.63,0.0,0
CUST004550,169,5,4364.31,0.0,1
CUST004551,1207,1,426.68,1.0,2
CUST004552,149,4,2801.65,0.0,3
CUST004553,61,4,2959.92,0.0,3
CUST004554,656,3,5472.28,0.0,1
CUST004555,1279,2,900.33,0.0,2
CUST004556,264,3,916.74,0.0,3
CUST004557,888,1,398.16,1.0,2
CUST004558,690,1,370.81,1.0,0
CUST004559,219,5,4935.29,0.0,1
CUST004561,1493,1,738.15,1.0,2
CUST004562,230,3,1704.97,0.0,3
CUST004563,157,7,5070.01,0.0,1
CUST004564,868,2,2670.92,0.0,3
CUST004565,436,4,3733.4,0.0,1
CUST004566,1423,2,1173.6899999999998,0.0,2
CUST004567,33,7,7738.58,0.0,1
CUST004568,1091,2,703.48,0.0,2
CUST004570,353,4,6058.860000000001,0.0,1
CUST004571,427,2,2510.6,0.0,3
CUST004572,343,3,2829.8900000000003,0.0,3
CUST004573,720,1,2347.43,1.0,0
CUST004574,730,3,3127.0,0.0,3
CUST004575,293,3,3376.69,0.0,3
CUST004576,94,4,4224.23,0.0,1
CUST004578,908,3,4738.99,0.0,3
CUST004579,832,3,4656.5599999999995,0.0,3
CUST004580,298,6,5406.81,0.0,1
CUST004581,367,1,387.98,1.0,0
CUST004582,327,3,1891.3000000000002,0.0,3
CUST004583,729,5,5091.07,0.0,1
CUST004584,518,4,3354.87,0.0,3
CUST004585,896,1,259.29,1.0,2
CUST004586,1291,4,2767.63,0.0,3
CUST004587,429,2,2477.62,0.0,3
CUST004588,1458,1,681.96,1.0,2
CUST004589,168,2,1865.52,0.0,0
CUST004590,118,4,1392.78,0.0,3
CUST004591,16,2,472.63,0.0,0
CUST004593,60,4,2309.91,0.0,3
CUST004594,81,1,458.4,1.0,0
CUST004595,917,1,1021.04,1.0,2
CUST004596,731,2,3697.8599999999997,0.0,3
CUST004599,797,1,1852.49,1.0,0
CUST004600,668,1,899.02,1.0,0
CUST004601,37,4,2863.37,0.0,3
CUST004602,670,1,2370.29,1.0,0
CUST004603,154,1,2167.27,1.0,0
CUST004604,358,2,2835.04,0.0,3
CUST004606,882,5,3398.5299999999997,0.0,1
CUST004607,323,1,1193.93,1.0,0
CUST004608,55,2,2079.5699999999997,0.0,0
CUST004609,157,3,2062.93,0.0,3
CUST004611,55,3,2985.67,0.0,3
CUST004612,273,2,2421.06,0.0,3
CUST004613,227,2,811.12,0.0,0
CUST004614,1705,1,418.99,1.0,2
CUST004615,1004,2,794.71,0.0,2
CUST004616,563,1,966.04,1.0,0
CUST004617,581,1,379.69,1.0,0
CUST004618,43,5,4707.74,0.0,1
CUST004619,1409,2,2259.84,0.0,2
CUST004620,1020,1,1771.56,1.0,2
CUST004621,1638,1,1544.26,1.0,2
CUST004623,692,2,2517.31,0.0,3
CUST004624,223,1,1053.44,1.0,0
CUST004625,977,1,224.8,1.0,2
CUST004626,177,2,1387.8999999999999,0.0,0
CUST004627,1198,1,247.04,1.0,2
CUST004628,560,2,503.38,0.0,0
CUST004629,77,3,820.04,0.0,0
CUST004630,546,3,778.3700000000001,0.0,0
CUST004631,378,3,2476.93,0.0,3
CUST004632,2,1,1197.78,1.0,0
CUST004633,1680,1,1924.06,1.0,2
CUST004634,467,2,2652.0699999999997,0.0,3
CUST004635,391,2,498.07,0.0,0
CUST004637,1024,4,4211.09,0.0,1
CUST004638,218,4,2287.02,0.0,3
CUST004639,326,1,827.86,1.0,0
CUST004640,900,1,1020.93,1.0,2
CUST004641,307,4,4351.15,0.0,1
CUST004642,1501,1,1833.89,1.0,2
CUST004643,306,2,578.4200000000001,0.0,0
CUST004644,57,3,1352.03,0.0,3
CUST004645,1012,3,5135.62,0.0,1
CUST004646,137,3,2337.62,0.0,3
CUST004647,185,5,6630.5,0.0,1
CUST004648,997,1,276.59,1.0,2
CUST004649,716,3,1780.62,0.0,3
CUST004650,601,2,1566.26,0.0,0
CUST004651,36,1,247.01,1.0,0
CUST004652,101,4,2955.16,0.0,3
CUST004653,585,1,99.35,1.0,0
CUST004654,167,2,1291.4,0.0,0
CUST004655,1498,2,1680.57,0.0,2
CUST004656,982,2,673.0500000000001,0.0,2
CUST004657,910,1,325.61,1.0,2
CUST004658,853,1,2151.42,1.0,2
CUST004659,253,1,162.13,1.0,0
CUST004660,895,4,2933.95,0.0,3
CUST004661,431,1,720.15,1.0,0
CUST004662,1127,1,812.36,1.0,2
CUST004663,514,4,3771.86,0.0,1
CUST004664,77,3,2066.0,0.0,3
CUST004665,193,3,1130.6200000000001,0.0,3
CUST004666,47,1,579.23,1.0,0
CUST004667,317,2,2444.26,0.0,3
CUST004668,298,1,534.68,1.0,0
CUST004669,231,5,3687.71,0.0,1
CUST004670,170,3,962.72,0.0,3
CUST004671,341,3,1608.3999999999999,0.0,3
CUST004673,382,2,2205.44,0.0,0
CUST004674,679,4,2451.3,0.0,3
CUST004675,332,2,3322.0,0.0,3
CUST004676,1751,1,1648.41,1.0,2
CUST004677,475,1,678.64,1.0,0
CUST004678,62,5,5836.58,0.0,1
CUST004679,38,1,150.14,1.0,0
CUST004681,583,1,2015.8,1.0,0
CUST004682,592,4,6445.23,0.0,1
CUST004683,678,1,308.87,1.0,0
CUST004684,923,1,642.61,1.0,2
CUST004685,105,3,2523.61,0.0,3
CUST004686,247,2,1241.79,0.0,0
CUST004687,84,5,2534.63,0.0,1
CUST004688,1240,3,2133.5299999999997,0.0,2
CUST004689,139,1,989.98,1.0,0
CUST004690,565,1,3027.13,1.0,0
CUST004691,1180,1,533.41,1.0,2
CUST004692,1094,1,175.1,1.0,2
CUST004693,1398,2,1454.6200000000001,0.0,2
CUST004694,479,3,3701.5,0.0,3
CUST004695,1474,1,527.27,1.0,2
CUST004696,23,3,3842.3599999999997,0.0,3
CUST004699,722,1,582.77,1.0,0
CUST004700,1125,1,185.41,1.0,2
CUST004701,510,2,3800.86,0.0,3
CUST004702,46,5,3758.04,0.0,1
CUST004703,15,4,1534.82,0.0,3
CUST004704,581,1,141.58,1.0,0
CUST004705,1632,1,558.4,1.0,2
CUST004707,1572,2,1219.75,0.0,2
CUST004708,1461,3,1955.5500000000002,0.0,2
CUST004709,1209,2,2550.8399999999997,0.0,2
CUST004710,498,1,124.72,1.0,0
CUST004711,844,2,2383.9300000000003,0.0,3
CUST004714,560,2,4001.28,0.0,3
CUST004715,220,1,64.65,1.0,0
CUST004716,684,1,781.46,1.0,0
CUST004719,1133,1,326.21,1.0,2
CUST004720,871,4,4499.29,0.0,1
CUST004721,437,3,4020.5,0.0,3
CUST004722,532,3,2387.33,0.0,3
CUST004723,1433,3,2825.87,0.0,2
CUST004724,1090,2,2979.11,0.0,2
CUST004725,783,2,958.5,0.0,0
CUST004726,1063,2,2724.5800000000004,0.0,2
CUST004727,580,4,2920.62,0.0,3
CUST004728,1537,1,279.46,1.0,2
CUST004730,1060,3,3645.59,0.0,3
CUST004731,180,3,2188.93,0.0,3
CUST004732,1473,1,414.16,1.0,2
CUST004733,28,2,2479.54,0.0,3
CUST004734,167,2,2882.48,0.0,3
CUST004736,272,2,1397.43,0.0,0
CUST004738,677,1,1432.26,1.0,0
CUST004739,1333,1,125.01,1.0,2
CUST004740,214,1,2640.8,1.0,0
CUST004741,114,4,2631.26,0.0,3
CUST004742,331,3,6008.32,0.0,1
CUST004743,740,3,2191.8599999999997,0.0,3
CUST004744,324,2,906.89,0.0,0
CUST004745,1173,1,1860.26,1.0,2
CUST004746,129,2,2630.77,0.0,3
CUST004747,30,2,4410.61,0.0,3
CUST004748,629,2,1732.03,0.0,0
CUST004749,207,4,4992.46,0.0,1
CUST004750,705,2,2283.77,0.0,3
CUST004751,464,1,1070.15,1.0,0
CUST004754,1366,1,407.71,1.0,2
CUST004755,133,1,1809.92,1.0,0
CUST004756,690,1,2049.55,1.0,0
CUST004758,3,1,1861.51,1.0,0
CUST004760,19,2,2379.69,0.0,3
CUST004761,126,3,3163.16,0.0,3
CUST004762,251,1,660.9,1.0,0
CUST004763,405,1,1947.57,1.0,0
CUST004764,259,3,3877.97,0.0,3
CUST004765,357,2,1806.03,0.0,0
CUST004766,1699,1,302.16,1.0,2
CUST004767,730,1,1105.82,1.0,0
CUST004769,1425,1,753.35,1.0,2
CUST004770,414,4,5141.610000000001,0.0,1
CUST004771,104,1,2625.89,1.0,0
CUST004772,260,3,5626.0599999999995,0.0,1
CUST004773,212,2,1663.41,0.0,0
CUST004774,834,2,2288.46,0.0,3
CUST004775,3,3,2715.02,0.0,3
CUST004776,10,3,2825.7000000000003,0.0,3
CUST004778,402,2,715.72,0.0,0
CUST004779,387,4,3497.17,0.0,3
CUST004781,1276,1,506.12,1.0,2
CUST004782,97,3,1905.06,0.0,3
CUST004783,1192,1,468.15,1.0,2
CUST004784,671,3,2970.74,0.0,3
CUST004785,264,3,1852.43,0.0,3
CUST004786,144,3,2077.0,0.0,3
CUST004787,370,3,1325.19,0.0,3
CUST004788,33,3,3757.26,0.0,3
CUST004790,539,3,5907.95,0.0,1
CUST004792,891,3,4077.0299999999997,0.0,3
CUST004793,788,1,1265.99,1.0,0
CUST004794,407,5,3940.78,0.0,1
CUST004795,1745,1,259.83,1.0,2
CUST004796,1643,1,951.97,1.0,2
CUST004797,922,4,3068.17,0.0,3
CUST004798,757,2,2595.4,0.0,3
CUST004799,1257,2,1310.3500000000001,0.0,2
CUST004801,206,6,4602.26,0.0,1
CUST004802,606,1,702.59,1.0,0
CUST004803,201,4,5076.29,0.0,1
CUST004804,134,5,6478.59,0.0,1
CUST004805,428,2,1993.23,0.0,0
CUST004806,1078,4,3964.67,0.0,1
CUST004807,889,1,642.83,1.0,2
CUST004808,909,2,1860.13,0.0,2
CUST004809,977,1,2685.52,1.0,2
CUST004810,89,3,4261.64,0.0,3
CUST004811,33,2,441.48,0.0,0
CUST004812,442,3,2473.81,0.0,3
CUST004813,548,2,4096.66,0.0,3
CUST004814,630,1,390.61,1.0,0
CUST004815,124,2,937.4200000000001,0.0,0
CUST004816,75,4,3224.53,0.0,3
CUST004817,1422,1,1484.01,1.0,2
CUST004818,541,2,797.8700000000001,0.0,0
CUST004819,479,3,3232.12,0.0,3
CUST004820,107,1,1185.19,1.0,0
CUST004821,1040,1,636.88,1.0,2
CUST004824,469,2,2658.67,0.0,3
CUST004825,217,3,959.5699999999999,0.0,3
CUST004826,1101,2,1077.83,0.0,2
CUST004827,302,3,2167.42,0.0,3
CUST004828,734,4,3488.72,0.0,3
CUST004829,26,4,3024.87,0.0,3
CUST004830,368,5,3426.1,0.0,1
CUST004832,92,4,2631.8199999999997,0.0,3
CUST004833,264,4,5866.370000000001,0.0,1
CUST004834,230,2,222.3,0.0,0
CUST004835,484,5,2899.71,0.0,1
CUST004836,410,4,4376.2699999999995,0.0,1
CUST004837,1788,1,1536.9,1.0,2
CUST004838,70,6,6600.13,0.0,1
CUST004840,1031,3,3078.13,0.0,3
CUST004841,969,2,2047.6200000000001,0.0,2
CUST004842,721,2,958.27,0.0,0
CUST004843,143,3,4208.08,0.0,3
CUST004844,392,4,3503.8599999999997,0.0,3
CUST004845,162,1,290.89,1.0,0
CUST004847,437,3,3677.5299999999997,0.0,3
CUST004848,1144,1,2059.93,1.0,2
CUST004850,339,3,2908.0499999999997,0.0,3
CUST004851,781,3,3488.43,0.0,3
CUST004853,48,3,2654.51,0.0,3
CUST004854,521,2,743.4200000000001,0.0,0
CUST004855,1810,1,742.84,1.0,2
CUST004856,745,1,1257.04,1.0,0
CUST004857,190,4,2450.36,0.0,3
CUST004858,17,2,2839.41,0.0,3
CUST004859,1285,2,2767.97,0.0,2
CUST004861,368,2,1053.15,0.0,0
CUST004862,512,3,4620.06,0.0,3
CUST004863,225,3,4297.98,0.0,3
CUST004864,512,4,3248.1800000000003,0.0,3
CUST004865,222,3,4501.5599999999995,0.0,3
CUST004868,1081,2,1378.8899999999999,0.0,2
CUST004869,1634,1,13.59,1.0,2
CUST004870,690,1,645.73,1.0,0
CUST004872,117,2,626.4300000000001,0.0,0
CUST004873,543,1,1592.12,1.0,0
CUST004874,1208,2,3291.85,0.0,2
CUST004876,836,4,2063.1800000000003,0.0,3
CUST004877,38,3,1639.1000000000001,0.0,3
CUST004878,117,3,2086.69,0.0,3
CUST004879,1553,1,68.37,1.0,2
CUST004880,556,3,1585.94,0.0,3
CUST004881,299,3,2636.16,0.0,3
CUST004882,559,2,4192.45,0.0,3
CUST004883,87,5,11214.44,0.0,1
CUST004884,362,2,2077.5299999999997,0.0,0
CUST004885,205,1,113.5,1.0,0
CUST004886,77,4,4902.49,0.0,1
CUST004887,57,3,3274.27,0.0,3
CUST004888,656,4,2071.1400000000003,0.0,3
CUST004889,162,3,1173.65,0.0,3
CUST004890,1043,2,1758.3600000000001,0.0,2
CUST004891,86,1,86.0,1.0,0
CUST004892,850,2,1799.27,0.0,2
CUST004893,957,3,2089.81,0.0,3
CUST004894,440,1,1138.61,1.0,0
CUST004895,617,1,194.8,1.0,0
CUST004896,254,2,1620.5900000000001,0.0,0
CUST004899,1659,1,643.3,1.0,2
CUST004900,804,5,4919.7,0.0,1
CUST004902,192,3,1321.75,0.0,3
CUST004903,1748,1,823.57,1.0,2
CUST004906,911,2,1440.2199999999998,0.0,2
CUST004907,1430,2,3260.95,0.0,2
CUST004908,732,2,1716.44,0.0,0
CUST004909,927,1,1773.61,1.0,2
CUST004910,1136,3,2981.8999999999996,0.0,3
CUST004911,684,3,1653.69,0.0,3
CUST004912,1458,1,360.72,1.0,2
CUST004913,1256,1,628.0,1.0,2
CUST004914,498,2,3026.49,0.0,3
CUST004915,493,3,2136.48,0.0,3
CUST004916,1049,1,104.99,1.0,2
CUST004917,816,2,2292.77,0.0,3
CUST004918,704,3,3427.92,0.0,3
CUST004919,359,3,3406.31,0.0,3
CUST004920,1119,1,1892.18,1.0,2
CUST004921,510,5,4348.7300000000005,0.0,1
CUST004922,651,2,1351.13,0.0,0
CUST004923,313,2,895.94,0.0,0
CUST004924,1080,3,3654.84,0.0,3
CUST004925,516,2,926.97,0.0,0
CUST004926,815,3,3122.12,0.0,3
CUST004927,88,2,1788.73,0.0,0
CUST004928,821,2,1501.99,0.0,0
CUST004929,1238,1,293.41,1.0,2
CUST004930,1043,2,2410.6099999999997,0.0,2
CUST004932,55,6,7357.179999999999,0.0,1
CUST004933,1042,3,1667.83,0.0,2
CUST004934,1248,1,144.57,1.0,2
CUST004935,1151,3,4850.25,0.0,3
CUST004936,1012,2,671.88,0.0,2
CUST004937,105,3,1656.31,0.0,3
CUST004938,422,3,1843.39,0.0,3
CUST004939,120,3,2347.2,0.0,3
CUST004940,219,2,3243.1400000000003,0.0,3
CUST004941,1347,1,76.24,1.0,2
CUST004942,1204,2,2911.01,0.0,2
CUST004943,409,1,2003.35,1.0,0
CUST004944,1357,1,1591.93,1.0,2
CUST004945,30,6,7490.53,0.0,1
CUST004946,1063,1,2654.53,1.0,2
CUST004948,1152,1,1481.41,1.0,2
CUST004949,653,2,1020.8299999999999,0.0,0
CUST004950,562,2,752.84,0.0,0
CUST004951,163,2,580.1,0.0,0
CUST004952,640,2,2049.71,0.0,0
CUST004953,1290,1,909.07,1.0,2
CUST004954,80,2,1583.46,0.0,0
CUST004955,92,2,1057.91,0.0,0
CUST004957,1610,1,1499.7,1.0,2
CUST004958,1735,1,457.69,1.0,2
CUST004959,128,3,3512.42,0.0,3
CUST004960,29,2,1174.21,0.0,0
CUST004961,416,2,3889.48,0.0,3
CUST004964,83,1,1450.11,1.0,0
CUST004965,1758,1,301.21,1.0,2
CUST004966,561,3,4688.33,0.0,3
CUST004967,291,2,1304.66,0.0,0
CUST004968,69,1,1200.85,1.0,0
CUST004969,1094,2,1526.02,0.0,2
CUST004970,542,3,2083.62,0.0,3
CUST004971,33,3,2816.7200000000003,0.0,3
CUST004972,836,4,5486.95,0.0,1
CUST004974,509,3,1165.49,0.0,3
CUST004975,992,3,1616.6299999999999,0.0,3
CUST004976,263,5,5238.370000000001,0.0,1
CUST004977,53,3,672.68,0.0,0
CUST004978,1686,1,266.13,1.0,2
CUST004979,19,3,3192.38,0.0,3
CUST004982,977,2,2854.41,0.0,2
CUST004983,94,5,6543.18,0.0,1
CUST004984,370,2,698.6099999999999,0.0,0
CUST004985,1197,2,614.49,0.0,2
CUST004986,151,2,2125.23,0.0,0
CUST004987,278,3,3265.08,0.0,3
CUST004988,291,2,2023.77,0.0,0
CUST004989,408,2,446.51000000000005,0.0,0
CUST004990,648,1,811.84,1.0,0
CUST004991,477,2,2175.7000000000003,0.0,0
CUST004992,1369,1,742.63,1.0,2
CUST004993,1222,3,3860.1099999999997,0.0,3
CUST004994,157,3,600.78,0.0,0
CUST004995,1770,1,570.7,1.0,2
CUST004996,905,1,451.2,1.0,2
CUST004997,950,1,1367.86,1.0,2
CUST004998,1806,1,440.19,1.0,2
CUST005000,625,2,2088.06,0.0,0
CUST005001,1728,1,1523.65,1.0,2
CUST005002,860,2,2792.08,0.0,3
CUST005003,132,2,459.49,0.0,0
CUST005005,773,3,3888.2899999999995,0.0,3
CUST005006,1668,1,1034.7,1.0,2
CUST005007,1621,1,671.72,1.0,2
CUST005008,430,2,1436.44,0.0,0
CUST005009,169,2,1082.15,0.0,0
CUST005010,347,3,2090.67,0.0,3
CUST005012,368,3,3749.26,0.0,3
CUST005013,169,3,1638.67,0.0,3
CUST005014,596,2,2446.17,0.0,3
CUST005015,1191,2,1038.3799999999999,0.0,2
CUST005017,562,2,1358.22,0.0,0
CUST005018,321,3,1293.0,0.0,3
CUST005019,1004,1,357.46,1.0,2
CUST005020,644,2,2831.93,0.0,3
CUST005021,179,4,5447.22,0.0,1
CUST005022,9,3,2249.41,0.0,3
CUST005024,25,2,3005.7,0.0,3
CUST005025,21,2,608.47,0.0,0
CUST005026,184,2,2631.6899999999996,0.0,3
CUST005027,393,4,3813.91,0.0,1
CUST005028,382,3,1457.51,0.0,3
CUST005029,1598,1,1499.35,1.0,2
CUST005030,765,2,2968.7,0.0,3
CUST005031,1014,1,469.66,1.0,2
CUST005032,241,2,2582.2200000000003,0.0,3
CUST005033,636,1,584.62,1.0,0
CUST005034,1246,2,3201.99,0.0,2
CUST005035,661,2,1352.53,0.0,0
CUST005036,511,3,5905.26,0.0,1
CUST005037,757,4,7219.38,0.0,1
CUST005038,341,2,1114.58,0.0,0
CUST005039,1109,1,230.77,1.0,2
CUST005040,28,4,3413.91,0.0,3
CUST005042,436,3,1522.45,0.0,3
CUST005043,532,2,1871.3600000000001,0.0,0
CUST005046,54,3,4332.299999999999,0.0,3
CUST005047,269,3,3167.84,0.0,3
CUST005049,118,3,3193.52,0.0,3
CUST005051,469,3,1883.55,0.0,3
CUST005052,61,1,982.19,1.0,0
CUST005053,194,2,1661.63,0.0,0
CUST005055,395,3,3149.2999999999997,0.0,3
CUST005056,1139,2,3181.41,0.0,2
CUST005057,211,4,2713.68,0.0,3
CUST005059,1198,2,2315.36,0.0,2
CUST005061,130,3,951.9200000000001,0.0,3
CUST005063,470,1,1107.58,1.0,0
CUST005064,356,4,1284.61,0.0,3
CUST005065,1046,1,1825.97,1.0,2
CUST005066,528,4,3604.91,0.0,3
CUST005067,1110,1,39.98,1.0,2
CUST005069,1548,2,929.16,0.0,2
CUST005070,227,2,3683.72,0.0,3
CUST005071,40,6,4464.04,0.0,1
CUST005072,115,1,576.35,1.0,0
CUST005073,437,5,3888.4,0.0,1
CUST005074,426,3,1911.0900000000001,0.0,3
CUST005075,292,1,1679.81,1.0,0
CUST005077,1436,2,1733.3,0.0,2
CUST005078,1348,1,594.79,1.0,2
CUST005079,1113,2,1255.2,0.0,2
CUST005080,343,2,1358.46,0.0,0
CUST005081,899,3,1666.45,0.0,3
CUST005082,1447,2,2521.95,0.0,2
CUST005084,31,2,2653.04,0.0,3
CUST005085,947,2,1304.02,0.0,2
CUST005086,800,1,1321.73,1.0,0
CUST005087,136,2,470.96,0.0,0
CUST005089,134,3,3936.37,0.0,3
CUST005090,890,2,3867.8900000000003,0.0,3
CUST005092,1013,2,1977.6,0.0,2
CUST005093,1068,2,661.9300000000001,0.0,2
CUST005094,32,3,971.45,0.0,3
CUST005096,917,1,2144.19,1.0,2
CUST005097,663,1,389.43,1.0,0
CUST005098,54,2,2188.46,0.0,0
CUST005099,911,1,888.58,1.0,2
CUST005100,697,1,488.21,1.0,0
CUST005103,112,3,3412.16,0.0,3
CUST005104,405,1,195.76,1.0,0
CUST005105,1308,1,1198.86,1.0,2
CUST005106,1309,1,523.76,1.0,2
CUST005107,1342,1,529.77,1.0,2
CUST005108,816,2,1043.4099999999999,0.0,0
CUST005109,154,2,1003.94,0.0,0
